VSG_mean,VSE_mean,VSB_mean,VSQ_mean,VSR_mean,cn0_G1_mean,cn0_G2_mean,VSG_max,VSE_max,VSB_max,VSQ_max,VSR_max,cn0_G1_max,cn0_G2_max,VSG_min,VSE_min,VSB_min,VSQ_min,VSR_min,cn0_G1_min,cn0_G2_min,cno_G_mean,cno_E_mean,cno_B_mean,cno_Q_mean,cno_R_mean,elev_G_mean,elev_E_mean,elev_B_mean,elev_Q_mean,elev_R_mean,cno_G_max,cno_E_max,cno_B_max,cno_Q_max,cno_R_max,elev_G_max,elev_E_max,elev_B_max,elev_Q_max,elev_R_max,cno_G_min,cno_E_min,cno_B_min,cno_Q_min,cno_R_min,elev_G_min,elev_E_min,elev_B_min,elev_Q_min,elev_R_min
2.96875,3.0555555555555554,2.4761904761904763,1.6,2.757575757575758,7.40625,3.65625,30.0,33.0,40.0,7.0,23.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.125,5.944444444444445,4.841269841269841,16.1,8.757575757575758,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,48.0,47.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.625,30.0,33.0,40.0,7.0,255.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0625,5.944444444444445,4.841269841269841,16.1,8.696969696969697,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,48.0,47.0,47.0,44.0,51.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.65625,30.0,33.0,40.0,7.0,255.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03125,5.888888888888889,4.841269841269841,16.1,8.636363636363637,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,48.0,47.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.5625,30.0,33.0,40.0,7.0,255.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.888888888888889,4.841269841269841,16.1,8.636363636363637,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,48.0,47.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.59375,30.0,33.0,40.0,7.0,255.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03125,5.916666666666667,4.841269841269841,16.1,8.636363636363637,11.125,8.944444444444445,17.19047619047619,16.0,4.787878787878788,48.0,47.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.65625,30.0,33.0,40.0,7.0,255.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,5.888888888888889,4.857142857142857,16.1,8.575757575757576,11.125,8.944444444444445,17.19047619047619,16.0,4.787878787878788,48.0,46.0,48.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.59375,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65625,5.888888888888889,4.873015873015873,16.1,8.454545454545455,11.125,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,48.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.71875,30.0,33.0,40.0,7.0,255.0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03125,5.888888888888889,4.857142857142857,16.1,8.393939393939394,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03125,5.888888888888889,4.857142857142857,16.1,8.363636363636363,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.34375,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96875,5.888888888888889,4.857142857142857,16.1,8.393939393939394,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.34375,3.59375,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6875,5.888888888888889,4.857142857142857,16.1,8.363636363636363,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.3125,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65625,5.888888888888889,4.857142857142857,16.1,8.424242424242424,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
3.40625,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,8.03125,3.625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6875,5.888888888888889,4.857142857142857,16.1,8.454545454545455,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.3125,3.5625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65625,5.888888888888889,4.857142857142857,16.1,8.515151515151516,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.34375,3.6875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65625,5.888888888888889,4.857142857142857,16.1,8.515151515151516,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.34375,3.625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,5.888888888888889,4.857142857142857,16.1,8.545454545454545,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,48.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65625,5.888888888888889,4.873015873015873,16.2,8.606060606060606,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,48.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.6875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96875,5.861111111111111,4.857142857142857,16.2,8.575757575757576,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.6875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40625,5.888888888888889,4.857142857142857,16.2,8.575757575757576,11.15625,8.944444444444445,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.625,30.0,33.0,40.0,7.0,255.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.861111111111111,4.857142857142857,16.1,8.515151515151516,11.15625,8.972222222222221,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.625,30.0,33.0,40.0,7.0,255.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.861111111111111,4.857142857142857,16.1,8.545454545454545,11.15625,9.0,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.59375,30.0,33.0,40.0,7.0,255.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.857142857142857,16.1,8.606060606060606,11.15625,9.027777777777779,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.46875,3.5,30.0,33.0,40.0,7.0,255.0,48.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46875,5.833333333333333,4.857142857142857,16.1,8.545454545454545,11.15625,9.027777777777779,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.46875,3.625,30.0,33.0,40.0,7.0,255.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46875,5.833333333333333,4.841269841269841,16.1,8.575757575757576,11.15625,9.027777777777779,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.59375,30.0,33.0,40.0,7.0,255.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.857142857142857,16.1,8.575757575757576,11.15625,9.027777777777779,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,2.757575757575758,7.4375,3.59375,30.0,33.0,40.0,7.0,23.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.841269841269841,16.1,7.363636363636363,11.15625,9.027777777777779,17.19047619047619,16.0,7.545454545454546,48.0,46.0,47.0,44.0,52.0,69.0,52.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,2.757575757575758,7.46875,3.65625,30.0,33.0,40.0,7.0,23.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46875,5.833333333333333,4.841269841269841,16.1,8.636363636363637,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,2.757575757575758,7.46875,3.65625,30.0,33.0,40.0,7.0,23.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46875,5.833333333333333,4.857142857142857,16.1,8.636363636363637,11.15625,9.083333333333334,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,52.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,2.757575757575758,7.4375,3.65625,30.0,33.0,40.0,7.0,23.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.857142857142857,16.1,8.575757575757576,11.15625,9.083333333333334,17.19047619047619,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,2.757575757575758,7.40625,3.6875,30.0,33.0,40.0,7.0,23.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40625,5.833333333333333,4.857142857142857,16.1,8.545454545454545,11.15625,9.083333333333334,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,2.757575757575758,7.40625,3.59375,30.0,33.0,40.0,7.0,23.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40625,5.833333333333333,4.841269841269841,16.1,8.515151515151516,11.15625,9.083333333333334,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.59375,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1875,5.833333333333333,4.857142857142857,16.2,8.545454545454545,11.15625,9.083333333333334,17.19047619047619,16.0,4.787878787878788,47.0,46.0,48.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0625,5.833333333333333,4.825396825396825,16.1,8.515151515151516,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.625,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40625,5.833333333333333,4.857142857142857,16.1,8.454545454545455,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40625,5.833333333333333,4.841269841269841,16.1,8.484848484848484,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.71875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.857142857142857,16.1,8.515151515151516,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.6875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.825396825396825,16.1,8.515151515151516,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.841269841269841,16.1,8.484848484848484,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.6875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.841269841269841,16.1,8.454545454545455,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.59375,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.841269841269841,16.1,8.454545454545455,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.59375,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.841269841269841,16.1,8.424242424242424,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.40625,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40625,5.833333333333333,4.841269841269841,16.1,8.424242424242424,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.4375,3.6875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4375,5.833333333333333,4.841269841269841,16.1,8.545454545454545,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.833333333333333,4.841269841269841,16.1,8.606060606060606,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.71875,30.0,33.0,40.0,7.0,255.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.833333333333333,4.841269841269841,16.1,8.575757575757576,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.65625,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.833333333333333,4.841269841269841,16.1,8.606060606060606,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.5625,30.0,33.0,40.0,7.0,255.0,47.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.833333333333333,4.841269841269841,16.1,8.636363636363637,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.625,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1875,5.833333333333333,4.841269841269841,16.1,8.606060606060606,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.59375,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03125,5.833333333333333,4.841269841269841,16.1,8.575757575757576,11.15625,9.055555555555555,17.19047619047619,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.5625,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.861111111111111,4.841269841269841,16.1,8.515151515151516,11.15625,9.055555555555555,17.174603174603174,16.0,4.787878787878788,47.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.5625,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.861111111111111,4.857142857142857,16.1,8.393939393939394,11.15625,9.055555555555555,17.174603174603174,16.0,4.787878787878788,47.0,46.0,48.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.59375,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.861111111111111,4.841269841269841,16.1,8.303030303030303,11.15625,9.055555555555555,17.174603174603174,16.0,4.787878787878788,47.0,46.0,48.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.424242424242424,7.40625,3.625,30.0,33.0,40.0,7.0,255.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40625,5.861111111111111,4.841269841269841,16.1,8.121212121212121,11.15625,9.055555555555555,17.174603174603174,16.0,4.787878787878788,48.0,46.0,47.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.625,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.861111111111111,4.857142857142857,16.1,8.181818181818182,11.15625,9.055555555555555,17.174603174603174,16.0,4.787878787878788,47.0,46.0,48.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
2.96875,3.0555555555555554,2.4761904761904763,1.6,10.484848484848484,7.375,3.625,30.0,33.0,40.0,7.0,255.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,5.861111111111111,4.841269841269841,16.1,8.303030303030303,11.15625,9.055555555555555,17.174603174603174,16.0,4.787878787878788,47.0,46.0,48.0,44.0,51.0,69.0,53.0,76.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
